epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
383,53896.2,0.53785,0.93769,0.48827,0.99172,0.90376,0.80759,0.88753,0.70513,0.89719,0.80157,0.8756,0.61913,0.74044,1.27613,0.6256,0.94655,0.0024364,0.0024364,0.0024364
384,54039.3,0.54581,0.94968,0.49798,0.9987,0.90317,0.80851,0.88748,0.70487,0.89849,0.80244,0.87523,0.61903,0.74011,1.27626,0.62543,0.94621,0.0024166,0.0024166,0.0024166
385,54182.8,0.5443,0.92994,0.49771,0.99013,0.90336,0.80805,0.88758,0.70501,0.89664,0.80204,0.8749,0.619,0.74012,1.2764,0.62577,0.9463,0.0023968,0.0023968,0.0023968
386,54325.8,0.53686,0.94637,0.48963,0.99185,0.90336,0.80805,0.88765,0.70483,0.89791,0.80296,0.87552,0.61916,0.74042,1.27637,0.62549,0.94626,0.002377,0.002377,0.002377
387,54468.6,0.53495,0.92672,0.4901,0.99784,0.90326,0.80944,0.88779,0.70475,0.89816,0.8025,0.87593,0.61909,0.74008,1.27631,0.62543,0.94607,0.0023572,0.0023572,0.0023572
388,54611.5,0.53666,0.94182,0.48533,0.98779,0.90296,0.80918,0.888,0.70511,0.89786,0.8025,0.87597,0.61929,0.7398,1.2761,0.62534,0.9459,0.0023374,0.0023374,0.0023374
389,54754,0.54277,0.96236,0.4949,0.98895,0.90005,0.81221,0.88841,0.70501,0.89661,0.80222,0.87556,0.61931,0.73938,1.27568,0.62517,0.94558,0.0023176,0.0023176,0.0023176
390,54897.2,0.52834,0.92332,0.48497,0.98604,0.90003,0.81221,0.88832,0.70474,0.89709,0.8024,0.87626,0.61896,0.73918,1.27574,0.62493,0.94527,0.0022978,0.0022978,0.0022978
391,55040,0.53283,0.92635,0.49006,0.98612,0.90097,0.81221,0.88836,0.70536,0.89675,0.80435,0.87659,0.61978,0.73919,1.27558,0.62464,0.94517,0.002278,0.002278,0.002278
392,55182.5,0.53908,0.93786,0.49274,0.98901,0.89342,0.81426,0.88838,0.70534,0.89647,0.80435,0.87663,0.61997,0.73908,1.27542,0.62474,0.945,0.0022582,0.0022582,0.0022582
393,55325.6,0.53153,0.91969,0.4831,0.98446,0.89911,0.81201,0.88845,0.70511,0.8944,0.80712,0.87643,0.62003,0.73876,1.275,0.62445,0.94478,0.0022384,0.0022384,0.0022384
394,55468.8,0.52559,0.89673,0.48082,0.98971,0.89419,0.81499,0.8887,0.70559,0.89128,0.80666,0.87634,0.61934,0.73855,1.27486,0.62409,0.94459,0.0022186,0.0022186,0.0022186
395,55611.6,0.53654,0.92474,0.48747,0.99397,0.89224,0.81571,0.8886,0.70545,0.89116,0.80759,0.87578,0.62016,0.73847,1.27446,0.62402,0.94454,0.0021988,0.0021988,0.0021988
396,55754.5,0.52897,0.93715,0.48559,0.98531,0.8925,0.81637,0.88857,0.70556,0.89171,0.80747,0.87689,0.62036,0.73838,1.27441,0.62376,0.94434,0.002179,0.002179,0.002179
397,55897.2,0.5245,0.91102,0.47483,0.98873,0.89342,0.81637,0.88837,0.70581,0.89162,0.8067,0.87705,0.61983,0.73816,1.27453,0.62381,0.94421,0.0021592,0.0021592,0.0021592
398,56040.3,0.52922,0.91636,0.48183,0.97838,0.89771,0.81181,0.88866,0.70579,0.89152,0.80585,0.87706,0.61972,0.73828,1.27475,0.6237,0.94424,0.0021394,0.0021394,0.0021394
399,56182.9,0.54457,0.96503,0.48375,0.99384,0.89723,0.81163,0.88857,0.70606,0.89109,0.80608,0.87651,0.61983,0.73812,1.2742,0.62353,0.94396,0.0021196,0.0021196,0.0021196
400,56325.5,0.52836,0.90783,0.47855,0.98926,0.89679,0.81181,0.88839,0.70632,0.89117,0.80672,0.87601,0.61981,0.73832,1.27393,0.62319,0.944,0.0020998,0.0020998,0.0020998
401,56469.1,0.5354,0.91917,0.48291,0.99082,0.8972,0.8114,0.88859,0.70611,0.89157,0.80631,0.87687,0.61996,0.73825,1.27401,0.62308,0.94366,0.00208,0.00208,0.00208
402,56612.7,0.52853,0.92286,0.48374,0.99226,0.89626,0.81117,0.88856,0.7065,0.89059,0.80666,0.87683,0.61976,0.73815,1.27363,0.62297,0.94357,0.0020602,0.0020602,0.0020602
403,56756.1,0.53797,0.92911,0.48606,0.99314,0.89857,0.81221,0.88854,0.70642,0.89202,0.80666,0.87665,0.6194,0.73801,1.27317,0.62281,0.94342,0.0020404,0.0020404,0.0020404
404,56899,0.54016,0.95591,0.49166,0.99135,0.89731,0.81234,0.88895,0.70679,0.89118,0.80679,0.87686,0.61951,0.7378,1.27284,0.62259,0.94313,0.0020206,0.0020206,0.0020206
405,57042,0.51888,0.90877,0.47656,0.9838,0.89725,0.8118,0.88889,0.70679,0.89038,0.80773,0.87689,0.61966,0.73778,1.27282,0.62275,0.94313,0.0020008,0.0020008,0.0020008
406,57186,0.52822,0.91561,0.48108,0.99043,0.89672,0.8152,0.88909,0.70672,0.89131,0.8079,0.87643,0.61913,0.73778,1.27266,0.62269,0.94289,0.001981,0.001981,0.001981
407,57329.5,0.5269,0.91863,0.47617,0.99134,0.89741,0.81175,0.88906,0.70693,0.89038,0.80774,0.87629,0.61926,0.7379,1.27272,0.62265,0.94287,0.0019612,0.0019612,0.0019612
408,57472.7,0.53813,0.91719,0.48264,0.98309,0.89724,0.8136,0.88913,0.70679,0.89128,0.80805,0.87666,0.61913,0.73788,1.27254,0.62264,0.94277,0.0019414,0.0019414,0.0019414
409,57615.8,0.52931,0.92047,0.47693,0.9903,0.89661,0.81425,0.88923,0.70744,0.89097,0.80883,0.87713,0.61955,0.73793,1.27219,0.6223,0.94272,0.0019216,0.0019216,0.0019216
410,57759.3,0.51904,0.88228,0.47088,0.98666,0.89655,0.81452,0.88959,0.708,0.89146,0.8099,0.87791,0.6192,0.73752,1.27209,0.62229,0.94252,0.0019018,0.0019018,0.0019018
411,57902.4,0.52522,0.93098,0.47844,0.98621,0.89627,0.81531,0.88965,0.70799,0.89083,0.81036,0.87846,0.6198,0.73758,1.27235,0.62212,0.94255,0.001882,0.001882,0.001882
412,58046,0.5185,0.88679,0.46903,0.98475,0.89593,0.81499,0.88927,0.7072,0.89084,0.81036,0.87814,0.61952,0.73767,1.27287,0.62188,0.94255,0.0018622,0.0018622,0.0018622
413,58189,0.51843,0.87118,0.46969,0.98124,0.8962,0.81467,0.88938,0.7078,0.89094,0.81036,0.8782,0.62017,0.73753,1.27247,0.62193,0.94247,0.0018424,0.0018424,0.0018424
414,58332.5,0.51155,0.88805,0.4638,0.97985,0.89691,0.81406,0.88958,0.70772,0.89135,0.80944,0.87826,0.62022,0.73764,1.27204,0.62149,0.94241,0.0018226,0.0018226,0.0018226
415,58476.1,0.53333,0.90488,0.4736,0.99079,0.89865,0.81203,0.88989,0.70801,0.8926,0.80723,0.87844,0.62037,0.73747,1.27136,0.6213,0.94229,0.0018028,0.0018028,0.0018028
416,58620.2,0.5227,0.88349,0.47312,0.97712,0.89839,0.81221,0.88986,0.70817,0.89276,0.80712,0.87855,0.62062,0.73708,1.27107,0.62104,0.94185,0.001783,0.001783,0.001783
417,58763.7,0.52458,0.90231,0.47328,0.98996,0.8996,0.81227,0.89,0.70858,0.89225,0.80816,0.87842,0.62021,0.73673,1.27085,0.62084,0.94159,0.0017632,0.0017632,0.0017632
418,58907.3,0.52108,0.90562,0.47641,0.99174,0.89868,0.8123,0.89035,0.70828,0.89311,0.80768,0.87861,0.62023,0.73644,1.27074,0.62068,0.94126,0.0017434,0.0017434,0.0017434
419,59050.3,0.52288,0.90062,0.47478,0.98301,0.89785,0.8136,0.89069,0.70786,0.89298,0.80897,0.87855,0.62019,0.73624,1.27072,0.62085,0.94123,0.0017236,0.0017236,0.0017236
420,59194.5,0.52403,0.91206,0.47216,0.98362,0.89876,0.81406,0.89021,0.70812,0.89356,0.80768,0.87898,0.62029,0.73615,1.27062,0.62043,0.94095,0.0017038,0.0017038,0.0017038
421,59337.6,0.52889,0.90513,0.47101,0.98503,0.90037,0.81088,0.89044,0.70817,0.89311,0.80768,0.87899,0.62011,0.73587,1.27054,0.62053,0.94064,0.001684,0.001684,0.001684
422,59481.3,0.53105,0.90981,0.48338,0.98979,0.90008,0.8136,0.89064,0.70834,0.89535,0.80805,0.87964,0.62012,0.73571,1.27033,0.62029,0.94056,0.0016642,0.0016642,0.0016642
423,59624.8,0.51391,0.88175,0.45235,0.97839,0.89856,0.81452,0.89055,0.70843,0.89677,0.80766,0.87938,0.61977,0.73567,1.27032,0.62017,0.94045,0.0016444,0.0016444,0.0016444
424,59768.3,0.52003,0.89657,0.46538,0.98381,0.8977,0.81406,0.89059,0.70822,0.89558,0.80927,0.87903,0.62025,0.73549,1.27034,0.62018,0.94025,0.0016246,0.0016246,0.0016246
425,59912.4,0.52348,0.90402,0.46389,0.98463,0.89732,0.81452,0.8909,0.70852,0.89694,0.80908,0.87951,0.62018,0.73551,1.27041,0.62019,0.94015,0.0016048,0.0016048,0.0016048
426,60056.5,0.52865,0.92669,0.48145,0.98919,0.89764,0.81529,0.89104,0.7088,0.89701,0.80973,0.87932,0.62034,0.73522,1.27064,0.62023,0.94,0.001585,0.001585,0.001585
427,60200.1,0.51877,0.88943,0.46666,0.98291,0.89764,0.81529,0.89065,0.70891,0.89772,0.80787,0.87912,0.62042,0.73511,1.27077,0.61989,0.93987,0.0015652,0.0015652,0.0015652
428,60343.4,0.51901,0.86739,0.46546,0.97485,0.89765,0.81452,0.89061,0.70902,0.8977,0.8077,0.8792,0.62052,0.73514,1.27133,0.62015,0.93996,0.0015454,0.0015454,0.0015454
429,60486.5,0.51207,0.87467,0.45386,0.97296,0.8985,0.8148,0.89067,0.70879,0.89522,0.81014,0.87945,0.62028,0.73517,1.27151,0.61988,0.93994,0.0015256,0.0015256,0.0015256
430,60629.7,0.50986,0.87691,0.46165,0.97862,0.89887,0.81396,0.89039,0.70918,0.89786,0.80914,0.88051,0.62066,0.73484,1.27122,0.61971,0.93967,0.0015058,0.0015058,0.0015058
431,60773,0.51894,0.89715,0.4704,0.98092,0.89968,0.81301,0.89033,0.70924,0.89716,0.80851,0.87959,0.62124,0.7347,1.27128,0.61932,0.93969,0.001486,0.001486,0.001486
432,60916.9,0.51149,0.88118,0.45606,0.97887,0.89935,0.81415,0.89034,0.70932,0.89735,0.81036,0.8804,0.62149,0.73506,1.2709,0.61945,0.93985,0.0014662,0.0014662,0.0014662
433,61061,0.51539,0.89233,0.46717,0.98203,0.89967,0.81452,0.89012,0.7093,0.89704,0.80997,0.87979,0.62149,0.73494,1.27086,0.61937,0.9398,0.0014464,0.0014464,0.0014464
434,61204.1,0.51566,0.8827,0.46547,0.97677,0.90043,0.8136,0.89032,0.70929,0.89725,0.80944,0.87989,0.62114,0.73538,1.2708,0.6193,0.93986,0.0014266,0.0014266,0.0014266
435,61347.3,0.51315,0.87486,0.45596,0.98064,0.90043,0.8136,0.89054,0.70916,0.89795,0.81082,0.88017,0.62123,0.73521,1.27035,0.61944,0.93977,0.0014068,0.0014068,0.0014068
436,61490.8,0.50289,0.88425,0.46507,0.97136,0.90094,0.81406,0.89027,0.70932,0.89761,0.8099,0.87967,0.62117,0.73519,1.27017,0.61904,0.93969,0.001387,0.001387,0.001387
437,61634.6,0.51869,0.91534,0.46814,0.98237,0.90036,0.81406,0.89018,0.70912,0.8988,0.8093,0.87943,0.62079,0.73523,1.26969,0.6191,0.93961,0.0013672,0.0013672,0.0013672
438,61778.5,0.51258,0.89081,0.46463,0.97522,0.90027,0.8142,0.89021,0.70886,0.89922,0.81082,0.88035,0.62141,0.73547,1.2701,0.619,0.93963,0.0013474,0.0013474,0.0013474
439,61921.5,0.50109,0.87896,0.44553,0.977,0.90075,0.81434,0.89006,0.70895,0.89988,0.81065,0.88041,0.62101,0.73538,1.27052,0.6191,0.93945,0.0013276,0.0013276,0.0013276
440,62064.6,0.49938,0.86377,0.44672,0.97121,0.90216,0.81406,0.89045,0.70907,0.89996,0.81036,0.88012,0.62079,0.73551,1.27044,0.61915,0.9394,0.0013078,0.0013078,0.0013078
441,62207.4,0.51871,0.91142,0.46864,0.98195,0.90135,0.81567,0.88985,0.70923,0.89861,0.8099,0.87959,0.62103,0.73523,1.27077,0.61898,0.93935,0.001288,0.001288,0.001288
442,62349.8,0.51259,0.9217,0.45198,0.97706,0.90138,0.81589,0.89,0.70901,0.8978,0.81266,0.87967,0.62138,0.73543,1.27114,0.61864,0.93932,0.0012682,0.0012682,0.0012682
443,62493.5,0.50653,0.88201,0.46287,0.97857,0.90226,0.81545,0.88987,0.70906,0.90069,0.81082,0.87933,0.62107,0.73533,1.27141,0.61863,0.93935,0.0012484,0.0012484,0.0012484
444,62636,0.50356,0.88294,0.45429,0.97738,0.90107,0.81731,0.88995,0.70888,0.89789,0.81129,0.87881,0.6206,0.73547,1.27162,0.61891,0.93912,0.0012286,0.0012286,0.0012286
445,62778.6,0.49891,0.86677,0.45872,0.97237,0.90159,0.8178,0.89048,0.70947,0.89818,0.81198,0.87969,0.62101,0.73521,1.27167,0.61921,0.93909,0.0012088,0.0012088,0.0012088
446,62921.6,0.51696,0.89478,0.465,0.98389,0.90205,0.8178,0.89041,0.70942,0.89864,0.81198,0.87972,0.62105,0.7351,1.27201,0.61964,0.93878,0.001189,0.001189,0.001189
447,63065,0.50398,0.88167,0.45046,0.96856,0.90213,0.81855,0.8905,0.7091,0.89831,0.81314,0.87962,0.62094,0.73516,1.27209,0.61949,0.9387,0.0011692,0.0011692,0.0011692
448,63208.8,0.50307,0.87066,0.4602,0.97524,0.9022,0.8192,0.8903,0.70967,0.8978,0.81268,0.8786,0.62054,0.73523,1.27155,0.61943,0.93877,0.0011494,0.0011494,0.0011494
449,63351.9,0.51018,0.88627,0.45791,0.97434,0.90096,0.81869,0.89034,0.70954,0.89802,0.81456,0.87941,0.62096,0.73505,1.27152,0.61936,0.93892,0.0011296,0.0011296,0.0011296
450,63494.5,0.50349,0.87807,0.464,0.97728,0.89852,0.8173,0.88961,0.70947,0.89519,0.81406,0.87847,0.62052,0.7349,1.27133,0.61958,0.93878,0.0011098,0.0011098,0.0011098
451,63637.5,0.50787,0.86244,0.45119,0.97395,0.89898,0.8173,0.88949,0.70971,0.89565,0.81406,0.8784,0.62015,0.73505,1.27116,0.61967,0.93889,0.00109,0.00109,0.00109
452,63781,0.50297,0.89608,0.45786,0.97354,0.89814,0.81973,0.88953,0.70966,0.89386,0.81409,0.87837,0.62005,0.73525,1.27086,0.61966,0.93901,0.0010702,0.0010702,0.0010702
453,63924,0.49646,0.8555,0.44382,0.97139,0.89787,0.81735,0.88957,0.7094,0.89465,0.8136,0.87855,0.61927,0.7351,1.27084,0.6193,0.93895,0.0010504,0.0010504,0.0010504
454,64067.5,0.50208,0.87807,0.45673,0.98051,0.89798,0.81827,0.88986,0.70844,0.89473,0.81406,0.8785,0.61997,0.73498,1.27123,0.61935,0.93869,0.0010306,0.0010306,0.0010306
455,64210.9,0.50075,0.87196,0.45215,0.96875,0.89752,0.81826,0.88958,0.70888,0.89559,0.81406,0.87823,0.61996,0.73499,1.27181,0.61965,0.93876,0.0010108,0.0010108,0.0010108
456,64354.2,0.49055,0.87074,0.44738,0.96921,0.89621,0.82007,0.88987,0.70916,0.89341,0.81417,0.87732,0.61983,0.73489,1.27141,0.61947,0.93856,0.000991,0.000991,0.000991
457,64497.4,0.49989,0.88487,0.45059,0.97104,0.89601,0.81961,0.88997,0.70872,0.89423,0.81499,0.87878,0.61975,0.7352,1.27102,0.61961,0.93878,0.0009712,0.0009712,0.0009712
458,64640.7,0.49493,0.8567,0.44965,0.96956,0.89666,0.81961,0.89007,0.70897,0.89425,0.81452,0.87798,0.61972,0.73505,1.27028,0.61918,0.93868,0.0009514,0.0009514,0.0009514
459,64784.2,0.48247,0.83219,0.43554,0.96219,0.8914,0.82239,0.88992,0.70915,0.89407,0.81267,0.87836,0.62014,0.73514,1.27083,0.61954,0.93874,0.0009316,0.0009316,0.0009316
460,64928.1,0.49838,0.87838,0.45306,0.97097,0.8923,0.82239,0.88999,0.70863,0.89467,0.81322,0.87795,0.61958,0.73505,1.27121,0.61999,0.93867,0.0009118,0.0009118,0.0009118
461,65070.8,0.50387,0.89175,0.44897,0.96903,0.8931,0.82331,0.89055,0.70876,0.89741,0.81129,0.87858,0.61969,0.73517,1.27122,0.62002,0.93855,0.000892,0.000892,0.000892
462,65213.8,0.49676,0.84652,0.44098,0.96825,0.89172,0.82331,0.88992,0.70896,0.89626,0.81129,0.87835,0.62019,0.7353,1.27154,0.62032,0.93865,0.0008722,0.0008722,0.0008722
463,65356.9,0.50467,0.89026,0.45177,0.97099,0.8914,0.82384,0.89007,0.70865,0.89592,0.81129,0.87824,0.62005,0.73552,1.2715,0.62034,0.93872,0.0008524,0.0008524,0.0008524
464,65500.5,0.5015,0.85827,0.44298,0.96669,0.8914,0.82384,0.89003,0.70903,0.89594,0.81129,0.87795,0.62056,0.7354,1.27102,0.62011,0.93863,0.0008326,0.0008326,0.0008326
465,65644.2,0.4943,0.86397,0.44353,0.97049,0.8909,0.82338,0.89012,0.70904,0.89528,0.81082,0.87825,0.6202,0.7351,1.27048,0.61996,0.93853,0.0008128,0.0008128,0.0008128
466,65787.1,0.49619,0.86673,0.44741,0.97109,0.8925,0.82146,0.88994,0.70936,0.89508,0.81129,0.87847,0.62038,0.73515,1.26992,0.61972,0.93848,0.000793,0.000793,0.000793
467,65930.3,0.49005,0.84352,0.43491,0.96897,0.89293,0.82166,0.89019,0.70921,0.89457,0.81267,0.87852,0.62065,0.73492,1.26889,0.61988,0.93826,0.0007732,0.0007732,0.0007732
468,66073.3,0.48604,0.84527,0.43509,0.97191,0.89161,0.82239,0.89013,0.70961,0.89378,0.81406,0.87815,0.6205,0.73457,1.26875,0.61967,0.9379,0.0007534,0.0007534,0.0007534
469,66216.7,0.49408,0.84902,0.44735,0.97167,0.89085,0.82293,0.89024,0.71005,0.8937,0.81314,0.87824,0.62031,0.73452,1.26892,0.61998,0.93782,0.0007336,0.0007336,0.0007336
470,66359.9,0.49158,0.8429,0.45535,0.9711,0.89099,0.82285,0.89032,0.70962,0.89507,0.81278,0.87841,0.62039,0.73403,1.2678,0.61999,0.93756,0.0007138,0.0007138,0.0007138
471,66503,0.50151,0.87367,0.45197,0.96997,0.89169,0.82252,0.89023,0.70966,0.89495,0.81267,0.8784,0.62015,0.7337,1.26701,0.61989,0.93731,0.000694,0.000694,0.000694
472,66646.1,0.49131,0.84914,0.44252,0.96749,0.89256,0.82285,0.89022,0.70916,0.89276,0.8136,0.87778,0.6201,0.73368,1.26759,0.61983,0.93717,0.0006742,0.0006742,0.0006742
473,66788.8,0.48592,0.83992,0.43111,0.95987,0.89303,0.8225,0.8902,0.70952,0.89812,0.80736,0.87864,0.62032,0.73348,1.26696,0.61986,0.93692,0.0006544,0.0006544,0.0006544
474,66932.3,0.49155,0.85207,0.4421,0.97099,0.89432,0.82201,0.8904,0.70964,0.89422,0.81334,0.87835,0.62076,0.73295,1.26663,0.61937,0.9367,0.0006346,0.0006346,0.0006346
475,67075.9,0.49429,0.86885,0.43861,0.96737,0.89415,0.8205,0.89064,0.70987,0.89464,0.8136,0.87794,0.62124,0.73303,1.26633,0.61955,0.93655,0.0006148,0.0006148,0.0006148
476,67218.9,0.48882,0.85016,0.44207,0.96231,0.89362,0.81961,0.89001,0.70949,0.89503,0.81241,0.87832,0.62109,0.73293,1.26672,0.61942,0.93642,0.000595,0.000595,0.000595
477,67361.6,0.48377,0.83689,0.43359,0.96645,0.89415,0.82049,0.89041,0.70956,0.8935,0.8136,0.87858,0.62097,0.73273,1.26636,0.61908,0.9364,0.0005752,0.0005752,0.0005752
478,67504.5,0.49095,0.84036,0.4382,0.96827,0.89455,0.81915,0.89006,0.70944,0.89473,0.81376,0.87844,0.62137,0.7329,1.2663,0.6191,0.9364,0.0005554,0.0005554,0.0005554
479,67647.1,0.49119,0.81645,0.43656,0.96928,0.89407,0.81915,0.88983,0.70949,0.89451,0.81314,0.87827,0.62098,0.73297,1.26698,0.61941,0.93633,0.0005356,0.0005356,0.0005356
480,67789.8,0.49346,0.86582,0.44007,0.96712,0.89583,0.81822,0.88987,0.7097,0.89381,0.81452,0.87862,0.621,0.73308,1.2671,0.61932,0.93638,0.0005158,0.0005158,0.0005158
481,67932.9,0.48606,0.81816,0.42824,0.96491,0.89534,0.81903,0.89002,0.70962,0.89437,0.81462,0.87898,0.62084,0.73267,1.26718,0.61927,0.93613,0.000496,0.000496,0.000496
482,68075.4,0.48781,0.8616,0.43306,0.96256,0.89803,0.8173,0.89016,0.71017,0.89553,0.81406,0.87882,0.62111,0.73279,1.2667,0.61924,0.93621,0.0004762,0.0004762,0.0004762
483,68219.1,0.499,0.84444,0.44009,0.97321,0.89543,0.81869,0.88973,0.70976,0.89454,0.81314,0.87794,0.62146,0.73285,1.26742,0.61941,0.93628,0.0004564,0.0004564,0.0004564
484,68361.7,0.48969,0.85887,0.43485,0.96612,0.8978,0.8173,0.8901,0.71014,0.89633,0.81267,0.87804,0.62079,0.73263,1.26692,0.61954,0.93582,0.0004366,0.0004366,0.0004366
485,68505.1,0.48647,0.83337,0.44069,0.97068,0.89579,0.81908,0.89004,0.7104,0.8962,0.81314,0.878,0.62115,0.73202,1.2668,0.61955,0.93556,0.0004168,0.0004168,0.0004168
486,68648.5,0.4855,0.83686,0.43712,0.96916,0.89629,0.81947,0.89002,0.71048,0.89671,0.8136,0.87847,0.62131,0.73194,1.26676,0.61967,0.93549,0.000397,0.000397,0.000397
487,68791.1,0.4828,0.82659,0.43304,0.96408,0.89542,0.81978,0.88975,0.71034,0.89467,0.81326,0.87764,0.62133,0.73229,1.26663,0.61924,0.93566,0.0003772,0.0003772,0.0003772
488,68934.3,0.48234,0.85609,0.43977,0.96523,0.8955,0.82007,0.8899,0.71059,0.89597,0.8136,0.87818,0.6216,0.73182,1.26612,0.61955,0.93521,0.0003574,0.0003574,0.0003574
489,69076.7,0.48791,0.84696,0.43799,0.96934,0.89839,0.8179,0.89001,0.70997,0.89422,0.81326,0.87755,0.62141,0.73192,1.26627,0.61933,0.93542,0.0003376,0.0003376,0.0003376
490,69219.6,0.47594,0.80995,0.42411,0.96275,0.89746,0.82007,0.89,0.70948,0.89736,0.8128,0.87786,0.62144,0.7319,1.26596,0.61965,0.93534,0.0003178,0.0003178,0.0003178
491,69359.7,0.41894,0.71041,0.35651,0.98258,0.89973,0.81961,0.88996,0.70995,0.89608,0.81499,0.87855,0.62136,0.73207,1.26643,0.61933,0.93548,0.000298,0.000298,0.000298
492,69491.8,0.42997,0.72454,0.35002,0.9907,0.89736,0.81961,0.89001,0.71007,0.89561,0.81545,0.87873,0.62182,0.73191,1.26621,0.61929,0.93521,0.0002782,0.0002782,0.0002782
493,69623.5,0.41612,0.69102,0.3395,0.98092,0.89978,0.81807,0.89004,0.71031,0.89568,0.81413,0.87817,0.62174,0.73144,1.26586,0.61926,0.93501,0.0002584,0.0002584,0.0002584
494,69755.1,0.40671,0.67497,0.33979,0.97852,0.89079,0.82377,0.8904,0.71056,0.88941,0.81776,0.8784,0.62244,0.73138,1.26581,0.61925,0.93484,0.0002386,0.0002386,0.0002386
495,69886.6,0.41784,0.70336,0.34458,0.98016,0.8917,0.82259,0.89022,0.7107,0.89346,0.81591,0.87854,0.62231,0.73123,1.26613,0.61881,0.93488,0.0002188,0.0002188,0.0002188
496,70017.7,0.40039,0.68139,0.32853,0.97243,0.89147,0.82285,0.89039,0.71054,0.89268,0.81561,0.87813,0.62259,0.73126,1.26616,0.61853,0.93468,0.000199,0.000199,0.000199
497,70148.5,0.40049,0.67582,0.3281,0.97229,0.89043,0.82285,0.8904,0.71055,0.89135,0.8158,0.87861,0.62329,0.73085,1.26611,0.61781,0.93458,0.0001792,0.0001792,0.0001792
498,70279,0.40879,0.68857,0.32537,0.97453,0.89099,0.82285,0.89032,0.71037,0.89302,0.81469,0.87894,0.62316,0.73098,1.26592,0.61737,0.93439,0.0001594,0.0001594,0.0001594
499,70409.6,0.40914,0.70721,0.33489,0.97711,0.89143,0.82285,0.89043,0.71074,0.89266,0.81452,0.87907,0.62302,0.73027,1.26606,0.61699,0.93401,0.0001396,0.0001396,0.0001396
500,70540.4,0.4071,0.67844,0.32766,0.97179,0.89814,0.81973,0.89039,0.71094,0.89357,0.81452,0.87895,0.62354,0.72991,1.26556,0.61647,0.93378,0.0001198,0.0001198,0.0001198
